,Theme,Genre,Title
3140,every,action mystery sci fi,black bullet
884,adult cast adult castadult psychological,adventure avant garde avant gardeavant award winning award winningaward comedy romance,mindgame
143,adult cast adult castadult cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc iyashikei,slice life slice lifeslice,laid back camp movie
3787,harem martial arts martial artsmartial school,action comedy ecchi,armed girl 's machiavellism
850,school,adventure comedy fantasy,wakate animator ikusei project young animator training project anime mirai lwa
2782,school,comedy fantasy romance,ultra maniac
717,mythology school,drama fantasy romance,ancient magus ' bride season part
3661,love polygon love polygonlove,drama romance,rumbling hearts ova
2502,every,adventure drama mystery,el cazador de la bruja
264,school,comedy romance,dangers heart
75,gore,adventure drama fantasy mystery sci fi,made abyss dawn deep soul
2492,every,award winning award winningaward drama,maboroshi
395,every,award winning award winningaward drama mystery sci fi supernatural suspense,gankutsuou count monte cristo
3269,idols female idols female idols music,drama,wake girls
2224,mecha space,action sci fi,mobile suit gundam movie wakening trailblazer
3090,every,comedy,kage jitsu
3603,mecha,action sci fi,ssss gridman recap
396,gag humor gag humorgag historical parody samurai,action comedy sci fi,gintama jump festa special gintama oad gintama ova
1365,military,action adventure fantasy,tales vesperia first strike
3207,school,comedy romance,mercy sky
1903,detective,adventure comedy mystery,detective conan ova secret order london
595,isekai military reincarnation,action fantasy,saga tanya evil
2109,every,comedy,pandora hearts specials pandorahearts specials
1296,school team sports team sportsteam,sports,ace diamond ova
1821,mythology,comedy supernatural,morose mononokean
872,isekai super power super powersuper,award winning award winningaward mystery,sonny boy
3332,historical mythology,action fantasy romance,wonderland ten thousand th season
3748,every,comedy sci fi,long
2326,super power super powersuper,action sci fi supernatural,towanoquon ephemeral petals
1548,historical military,action adventure award winning award winningaward drama fantasy,fullmetal alchemist movie conqueror shamballa
36,vampire,action mystery supernatural,kizumonogatari part cold blooded
2710,magical sex magical sex shift magical sex shiftmagical magical sex shiftmagical sex mythology,comedy fantasy,home 's fox deity
3669,educational mahou shoujo mahou shoujomahou,comedy,long
2143,historical iyashikei,slice life slice lifeslice,crois e foreign labyrinth animation concert
3282,psychological,drama mystery supernatural,red garden
977,martial arts martial artsmartial super power super powersuper,action adventure comedy fantasy,dragon ball z kai
1571,long,action comedy supernatural,ranma okumu shunmin kou ranma nightmare incense spring sleep 's rumic world ranma
1122,historical mythology,action fantasy mystery,black butler
2786,every,sports,yowamushi pedal summary
2239,school,drama romance,aura koga maryuin 's last war
2967,every,action adventure comedy fantasy,pok mon advanced
2504,super power super powersuper,action sci fi,gatchaman crowds nd season gatchaman crowds second season
1892,school,sports,tsurune movie first shot
675,gore survival,action drama suspense,attack titan wings freedom
2808,historical,action adventure comedy fantasy,long
3068,historical,comedy romance,tonari kaibutsu kun ova monster next door ova little monster ova
728,gag humor gag humorgag parody school,action comedy fantasy,mashle magic muscles divine visionary candidate exam arc
412,adult cast adult castadult crossdressing visual arts visual artsvisual,comedy,princess jellyfish
3146,mahou shoujo mahou shoujomahou,fantasy,spellbound magical princess lilpri
1516,super power super powersuper,action sci fi supernatural,towanoquon roaring anxiety
1649,school,comedy romance,little monster
825,isekai mythology school,comedy fantasy,welcome demon school iruma kun season
616,psychological,action adventure award winning award winningaward supernatural,tekkonkinkreet
114,adult cast adult castadult time time travel time traveltime,drama mystery supernatural suspense,link click season
417,gore historical samurai,action adventure fantasy,hell 's paradise
3069,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc vampire,comedy supernatural,ms vampire lives neighborhood
1625,every,comedy slice life slice lifeslice,saint young men
3017,school,romance,day us zero
2652,mecha military,action adventure comedy,zoids genesis
3782,adult cast adult castadult parody super power super powersuper,action comedy fantasy,samurai flamenco
89,adult cast adult castadult psychological time time travel time traveltime,award winning award winningaward comedy mystery romance suspense,tatami galaxy
2896,romantic subtext romantic subtextromantic school,comedy,girl like forgot glasses
3363,gore high stakes game high stakes gamehigh high stakes gamehigh stakes psychological survival,action drama horror sci fi suspense,gantz second stage
2082,mecha military,action sci fi,code geass akito exiled wyvern arrives
753,school,drama sports,free starting days
2546,school super power super powersuper,action,hero academia rescue rescue training
1630,every,romance sci fi,every 've loved
11,every,drama romance supernatural,fruits basket final season
2444,every,drama romance,winter sonata
284,every,action adventure fantasy,wrong try pick girls dungeon iv part
1066,school,comedy drama romance supernatural,little busters ex
1191,adult cast adult castadult historical,action adventure mystery sci fi,r read die
1440,gag humor gag humorgag school,comedy,student council staff members
3611,harem school super power super powersuper,action comedy fantasy romance ecchi,negima
3606,super power super powersuper,action supernatural,hitori shita outcast th season
2738,love polygon love polygonlove,drama romance,rumbling hearts
3839,school,comedy fantasy,bungaku shoujo ova book girl ova literature girl ova
1568,mahou shoujo mahou shoujomahou,action drama sci fi,magical girl lyrical nanoha reflection
2427,every,adventure comedy drama sci fi,digimon adventure revenge diaboromon
2737,mecha military space,action drama romance sci fi,mobile suit gundam seed destiny
3310,harem parody,comedy,hayate combat butler ca n't take eyes
1687,school,gourmet ecchi,food wars second plate ova
851,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc school video game video gamevideo,comedy,lucky star ova
2207,historical martial arts martial artsmartial,action fantasy supernatural,long
895,adult cast adult castadult military psychological,action award winning award winningaward drama romance suspense,jin roh wolf brigade
496,romantic subtext romantic subtextromantic school,comedy,teasing master takagi san
2305,gore high stakes game high stakes gamehigh high stakes gamehigh stakes psychological survival,action sci fi suspense,btooom
1782,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc iyashikei visual arts visual artsvisual,slice life slice lifeslice,sketchbook full color 's
335,school,romance,horimiya missing pieces
2839,iyashikei,sci fi slice life slice lifeslice,ykk quiet country cafe yokohama shopping journal quiet country cafe
3087,isekai reincarnation,comedy fantasy,great cleric
515,every,action drama mystery supernatural suspense,garden sinners chapter remaining sense pain
1348,gore,action horror mystery supernatural,ajin demi human nd season
1015,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc military school,action,girls und panzer real anzio battle
2816,music performing arts performing artsperforming school,drama,blue orchestra
3619,school team sports team sportsteam,comedy sports ecchi,rou kyuu bu ova rou kyu bu ova ro kyu bu fast break ova
3613,anthropomorphic school,comedy ecchi,seton academy join pack
2809,school,action comedy fantasy romance,n angel
3251,school team sports team sportsteam,sports,
3516,isekai,action comedy fantasy,overlord specials
3848,mecha space,action sci fi,gundam reconguista g ii bellri 's fierce charge
1781,mythology,action adventure fantasy,rage bahamut virgin soul
2569,medical reincarnation,fantasy romance,doctor elise royal lady lamp
1785,every,action comedy sci fi,birdy mighty decode
2070,every,action fantasy,garo animation
356,mecha military space,action sci fi,mobile suit gundam origin advent red comet
3675,space,action sci fi,outlaw star
1312,music performing arts performing artsperforming school,nan,sound euphonium movie welcome kitauji high school concert band
1635,music performing arts performing artsperforming school,drama,sound euphonium episode ready set monaka
550,martial arts martial artsmartial,action adventure fantasy,naruto
2388,military,award winning award winningaward drama,sky crawlers
2479,mecha military space,action drama sci fi,mobile suit gundam thunderbolt nd season
2521,every,action adventure fantasy,tales zestiria x prologue age chaos
2265,mahou shoujo mahou shoujomahou school,action fantasy,yes precure
2959,adult cast adult castadult mythology workplace,fantasy mystery,midnight occult civil servants ova
1227,school,sports,free eternal summer
3465,every,action supernatural,rakshasa street
3059,super power super powersuper,action sci fi,guilty crown locus reassortment
957,school,slice life slice lifeslice,free take marks
1773,historical,comedy romance,utakoi
2141,harem mythology school,action comedy fantasy romance ecchi,high school dxd
1008,anthropomorphic,adventure award winning award winningaward drama fantasy,cat returns
3118,every,adventure drama fantasy,snow queen
1092,isekai video game video gamevideo,action fantasy,overlord dark hero
3437,every,action adventure fantasy,chain chronicle light haecceitas part
2744,high stakes game high stakes gamehigh high stakes gamehigh stakes survival,action supernatural suspense,future diary ova
3662,reverse harem reverse haremreverse,drama fantasy romance,loving angel angelique radiant tomorrow
996,mahou shoujo mahou shoujomahou,drama fantasy,yuki yuna hero washio sumi chapter
1679,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc school,slice life slice lifeslice,
153,every,drama romance,kyouko katsuya monogatari story kyoko katsuya
3147,every,nan,spellbound magical princess lilpri
3584,every,action horror sci fi,resident evil degeneration
2908,martial arts martial artsmartial school,action,naruto shippuden konoha gakuen special
2837,harem school,comedy romance sci fi ecchi,love ru loveru trouble multiplication front behind
580,music,sports,yuri ice yuri plisetsky gpf barcelona ex welcome madness
1470,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc iyashikei military music,sci fi slice life slice lifeslice,sound sky specials
703,adult cast adult castadult historical military,action adventure,golden kamuy
1212,historical,drama,green gables
896,gore survival,action drama suspense,attack titan crimson bow arrow
487,harem school,comedy romance,quintessential quintuplets
559,martial arts martial artsmartial,action adventure fantasy sci fi,swallowed star nd season
1141,harem otaku culture otaku cultureotaku,comedy romance supernatural,world god knows
1119,military space,action romance sci fi,banner stars
2849,mecha,action fantasy sci fi,burning wind ocean earth samurai lord bushilord bushiroad neppu kairiku bushi road
512,school super power super powersuper,action comedy fantasy ecchi,kill la kill
633,delinquents time time travel time traveltime,action drama supernatural,tokyo revengers
3318,historical martial arts martial artsmartial,fantasy,ten thousand worlds
1664,gore psychological,action drama horror romance supernatural suspense,elfen lied
1012,historical isekai mythology,comedy drama fantasy,scumbag system
1931,military psychological,action drama sci fi suspense,gunslinger girl
1150,adult cast adult castadult workplace,boys love boys loveboys comedy supernatural,cherry magic thirty years virginity make wizard
2838,mecha space,action sci fi ecchi,vandread
3615,isekai,action comedy fantasy,overlord ple ple pleiades nazarick 's greatest crisis
116,every,action adventure supernatural,jojo 's bizarre adventure diamond unbreakable
740,psychological school,drama suspense,classroom elite
3555,isekai reincarnation,adventure fantasy,land leadale
1974,parody,comedy sports,gekijouban hiyoko basket last game kuroko 's basketball april fools ' day
1081,love polygon love polygonlove school,comedy romance,teen romantic comedy snafu climax ova
1810,time time travel time traveltime,action adventure fantasy,naruto shippuden movie lost tower
830,parody school,comedy fantasy romance slice life slice lifeslice,bride mermaid ova
119,time time travel time traveltime,mystery supernatural suspense,summer time rendering
656,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc iyashikei school visual arts visual artsvisual,slice life slice lifeslice,hidamari sketch x hoshi mittsu hidamari sketch rd season
3514,pets,comedy slice life slice lifeslice,tsushima
3462,historical martial arts martial artsmartial,action adventure comedy,'s wrong big brother
3771,martial arts martial artsmartial,action,shootfighter tekken
635,childcare iyashikei,slice life slice lifeslice,bunny drop specials
369,every,adventure comedy sci fi,dr stone rd season
268,adult cast adult castadult space,comedy sci fi,space dandy nd season
2703,every,comedy,love chunibyo delusions rikka version lite
2983,every,action adventure fantasy,one piece curse sacred sword
2870,historical martial arts martial artsmartial samurai,action,sengoku basara ova sengoku basara episode sengoku basara special
2914,every,adventure fantasy sci fi,saint seiya summary
46,super power super powersuper,action comedy supernatural,mob psycho iii
3574,every,comedy,petit seca puchi seka project sekai mini anime petit sekai
991,school,sports,free rd season movie free dive future movie
876,school,comedy romance,tomo chan girl
773,gag humor gag humorgag school,comedy,seitokai yakuindomo ova seitokai yakuindomo oad seitokai yakuindomo oad syd ova syd ova
1219,every,action fantasy supernatural,persona movie midsummer knight 's dream
1126,adult cast adult castadult detective,drama fantasy mystery,acca territory inspection dept
4,gore military survival,action drama suspense,attack titan season part
3051,crossdressing detective school visual arts visual artsvisual,mystery,pretty boy detective club
1595,adult cast adult castadult gag humor gag humorgag parody,comedy sci fi,excel saga
3124,every,action adventure sci fi,last exile fam silver wing
2311,super power super powersuper,action sci fi,gatchaman crowds
3040,every,comedy sci fi,galaxy angel aa
3700,psychological,drama fantasy supernatural,momo girl god death
2491,anthropomorphic,comedy,aggretsuko wish metal christmas
3050,music,slice life slice lifeslice,bang dream fun
1077,crossdressing school,drama romance,wandering son
837,racing,nan,initial legend racer
681,psychological,action drama fantasy mystery suspense,blast tempest
1715,historical samurai,drama,oku inner chambers
2352,every,adventure supernatural,zatch bell st devil
2617,mythology,action adventure comedy drama supernatural,saiyuki reload blast
2361,school,comedy romance,rainbow days
2197,adult cast adult castadult otaku culture otaku cultureotaku,comedy romance,ca n't understand husband saying nd thread
1148,historical,action mystery,princess principal crown handler chapter
3261,every,comedy fantasy,golden time
574,every,sci fi slice life slice lifeslice,time eve
50,delinquents school workplace,comedy,great teacher onizuka
853,racing,action,initial legend awakening
1982,gore super power super powersuper,action fantasy sci fi,karas
2774,mythology school,slice life slice lifeslice supernatural,elegant yokai apartment life
1823,anthropomorphic gag humor gag humorgag historical parody,comedy,hetalia beautiful world
833,school,adventure comedy fantasy,little witch academia
1115,pets,slice life slice lifeslice,cat everything flows
1166,adult cast adult castadult gore historical isekai military samurai,action adventure comedy fantasy,drifters ova
2518,school,romance,say love ova
1906,gag humor gag humorgag school,comedy,nichijou ordinary life episode
971,love polygon love polygonlove school,drama romance supernatural,kokoro connect
2701,mecha school,action romance sci fi,star driver
399,childcare organized crime organized crimeorganized,comedy supernatural,hinamatsuri
2559,harem school,romance,amagami ss short animations
2368,school,comedy,long
19,gag humor gag humorgag historical parody samurai time time travel time traveltime,action comedy sci fi,gintama movie final chapter forever yorozuya
684,every,sports,prince tennis national championship chapter
35,school,comedy drama romance,kaguya sama love war first kiss never ends
2950,school,nan,long
3683,every,comedy fantasy,gudaguda fairies rambling fairies
2875,crossdressing team sports team sportsteam,sports,aoharu x machinegun
524,mahou shoujo mahou shoujomahou,action fantasy,hugtto precure hug pretty cure
2455,harem school,comedy sci fi ecchi,love ru ova trouble ova love ova
920,parody,comedy fantasy supernatural,fate grand carnival
1841,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc iyashikei,slice life slice lifeslice,tamayura hitotose ova tamayura tv ova tamayura tv episode
1890,every,comedy,super gals
537,music performing arts performing artsperforming school,drama,sound euphonium
2806,harem isekai,action adventure fantasy,arifureta commonplace world 's strongest season
1705,idols female idols female idols music,action sci fi,symphogear gx
3770,otaku culture otaku cultureotaku showbiz,comedy ecchi,koe de oshigoto
3110,harem parody,comedy romance,hayate combat butler ova hayate gotoku
3247,harem school super power super powersuper,comedy supernatural,supernatural battles became commonplace
245,historical parody samurai,action comedy sci fi,long
3175,isekai,adventure comedy fantasy,tweeny witches
784,school,supernatural,toilet bound hanako kun
1409,every,comedy romance supernatural,ah goddess movie
2537,detective,adventure comedy mystery,detective conan ova target kogoro detective boys ' secret investigation
154,every,action adventure fantasy,hunter x hunter
3009,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc,comedy fantasy,urara meirocho
1686,school visual arts visual artsvisual,drama romance,love always centimeters apart
2901,super power super powersuper,action supernatural,k seven stories side green overwrite world
3359,mecha military school super power super powersuper,action,code geass lelouch rebellion recaps
625,music school,drama,kono oto tomare sounds life
2733,strategy game strategy gamestrategy,action adventure,theater edition rockman exe program light dark rockman exe movie rockman exe hikari yami program
3704,every,comedy romance sci fi,ufo ultramaiden valkyrie banquet time dreams galaxies
1346,military,action romance,valkyria chronicles
569,psychological,drama fantasy mystery suspense,haibane renmei
3858,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc iyashikei,slice life slice lifeslice,yama susume nd season episode episode encouragement climb nd season yama susume nd season specials
1758,martial arts martial artsmartial,action adventure fantasy romance,fights break sphere origin
1816,isekai medical,fantasy romance,saint 's magic power omnipotent season
2065,every,action fantasy,land miracles
127,delinquents historical,drama suspense,rainbow
3394,school,adventure comedy romance,nana nana seven seven
3327,historical samurai,action adventure,sword stranger pilot
3833,video game video gamevideo,adventure drama fantasy,hack roots
2006,adult cast adult castadult,action adventure comedy mystery,lupin iii operation return treasure
2975,every,adventure supernatural,zatch bell attack mechavulcan
980,every,horror mystery supernatural,ghost stories
3829,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc parody vampire,comedy ecchi,renkin san kyuu magical pokaan ova magipoka renkin sankyu magical pokan renkin kyuu magical pokan
190,love polygon love polygonlove school,comedy romance,teen romantic comedy snafu climax
1139,every,comedy sci fi,tsuritama
992,mythology workplace,comedy fantasy,devil part timer
699,long,drama supernatural suspense,death billiards
3515,adult cast adult castadult,comedy gourmet romance,love like cocktail
606,mythology,action fantasy,noragami
180,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc iyashikei,slice life slice lifeslice,non non biyori nonstop
301,mahou shoujo mahou shoujomahou,award winning award winningaward comedy drama fantasy romance,cardcaptor sakura movie sealed card
2544,every,comedy,long
3562,otaku culture otaku cultureotaku,comedy,oreimo
3575,historical,drama,orphans simitra
1060,every,adventure sci fi,saint seiya hades chapter recaps
3633,every,adventure fantasy sci fi,fractale
3706,military,action sci fi,vexille
2565,every,action adventure comedy romance supernatural,fights break sphere
1069,school,comedy,please take brother away kuai ba wo ge dai zou
2524,video game video gamevideo,comedy fantasy romance,endo kobayashi live latest tsundere villainess lieselotte
2205,every,action adventure drama fantasy,tsubasa reservoir chronicle movie princess birdcage kingdom
1243,every,adventure fantasy,tegami bachi letter bee
3243,historical samurai,action drama supernatural,hakuoki demon fleeting blossom
16,historical medical,drama mystery,apothecary diaries
3120,every,action fantasy mystery sci fi,karneval
3836,every,comedy,timeless medley kizuna photo session
546,psychological school,drama suspense,classroom elite iii
658,adult cast adult castadult,action adventure sci fi,trigun badlands rumble
3673,every,fantasy,pig dam keeper poems
3067,mahou shoujo mahou shoujomahou,fantasy romance sci fi,mew mew power
3521,martial arts martial artsmartial,action comedy,air master
1504,mahou shoujo mahou shoujomahou,comedy fantasy,long
959,adult cast adult castadult otaku culture otaku cultureotaku parody,slice life slice lifeslice,genshiken
2926,harem parody,comedy,hayate combat butler movie
2331,every,comedy,chou gekijouban keroro gunso chou gekijouban keroro gunso gekishin dragon warriors de arimasu
797,isekai reincarnation,adventure drama fantasy,mushoku tensei jobless reincarnation eris goblin slayer
3348,school,comedy romance,wolf girl black prince
225,every,drama supernatural,anohana flower saw day
2074,historical,comedy romance supernatural,fox spirit matchmaker th season
3354,mythology school,action fantasy,blue exorcist shimane illuminati saga
1799,isekai,action comedy fantasy,problem children coming another world n't
2485,high stakes game high stakes gamehigh high stakes gamehigh stakes psychological survival,mystery suspense,uncharted walker
3812,every,comedy girls love girls lovegirls,uzamaid
3436,military,action sci fi ecchi,brave witches petersburg grand strategy
2277,historical music,nan,nitaboh tsugaru shamisen shiso gaibun
2085,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc medical music,fantasy slice life slice lifeslice,healer girl
1693,martial arts martial artsmartial,action adventure fantasy,immortality nd season
2797,parody,action comedy,naruto spin rock lee ninja pals
1045,childcare,comedy sci fi,da da da ufo baby
3446,every,sci fi,day bought star
469,school,drama supernatural,angel beats
954,school super power super powersuper,drama,charlotte
3832,historical martial arts martial artsmartial,action adventure fantasy,invincible
2735,every,action horror supernatural,corpse princess aka
3713,mecha,action sci fi,linebarrels iron
639,historical martial arts martial artsmartial,action adventure fantasy,eternal nd season
3578,isekai,fantasy,saving gold another world retirement
1218,military vampire,action drama fantasy,seraph end battle nagoya
1158,love polygon love polygonlove school super power super powersuper,comedy fantasy,gakuen alice
1415,every,action mystery supernatural,durarara x ketsu dufufufu
3490,every,comedy romance,chobits chibits sumomo kotoko deliver
1527,isekai reincarnation,adventure drama fantasy ecchi,mushoku tensei jobless reincarnation nd season episode guardian fitz
3760,parody strategy game strategy gamestrategy,comedy,mudadumo naki kaikaku mudatsumo reform without wasted draws
1300,school,drama sports,stars align
3693,adult cast adult castadult workplace,comedy romance,tiny senpai
2848,harem,comedy ecchi,comic artist assistants specials
1603,every,comedy fantasy,konosuba explosion wonderful world
160,iyashikei mythology,slice life slice lifeslice supernatural,natsume 's book friends season specials
1704,gag humor gag humorgag parody,comedy mystery,sayonara zetsubou sensei bd box ova szs blu ray box special
956,gore mythology,action avant garde avant gardeavant horror supernatural,devilman crybaby
3234,historical,adventure comedy gourmet,shoujo changumu yume janggeum 's dream changumu yume dae jang geum
2869,isekai reincarnation,action adventure fantasy,reincarnation strongest exorcist another world
3752,adult cast adult castadult detective,comedy drama mystery,case file n kabukicho
877,gag humor gag humorgag,comedy slice life slice lifeslice,har +guu deluxe
1919,every,action adventure comedy fantasy,pok mon
2961,every,action adventure fantasy,seven deadly sins movie cursed light
1884,historical samurai,action drama supernatural,hakuoki ova hakuouki shinsengumi kitan ova
2200,mecha school space,action adventure sci fi,gear senshi dendoh guard earth advanced reconnaissance fighter dendo gear senshi dendou
98,school,drama romance supernatural,fruits basket nd season
3643,martial arts martial artsmartial,action adventure fantasy,thousands worlds
2557,gore,action horror mystery supernatural,ajin demi human movie confront
3183,every,action adventure fantasy,seven deadly sins heroes ' frolic
3298,harem super power super powersuper,action comedy ecchi,sekirei
253,adult cast adult castadult otaku culture otaku cultureotaku workplace,award winning award winningaward comedy drama,shirobako
103,gag humor gag humorgag historical parody samurai,action comedy sci fi,gintama slip arc
1445,gore samurai,action adventure,afro samurai movie
1443,super power super powersuper,action mystery romance suspense,garden sinners remix gate seventh heaven
1648,school,comedy sports,prince tennis ova another story ii
586,team sports team sportsteam,sports,big windup
627,gag humor gag humorgag parody,comedy,mr osomatsu
1696,every,drama mystery supernatural,garden sinners future gospel extra chorus
3191,every,action drama sci fi,shangri la
2101,anthropomorphic,adventure drama fantasy,daisy hen wild
2199,historical martial arts martial artsmartial,action adventure fantasy,fanren xiu xian chuan special record mortal 's journey immortality special
403,mecha super power super powersuper,adventure drama sci fi,gaogaigar final
1154,mecha psychological,action award winning award winningaward drama sci fi suspense,evangelion redo
2255,every,action drama sci fi,animatrix
2863,every,action adventure fantasy,one piece special glorious island
1682,parody,comedy fantasy,fullmetal alchemist brotherhood koma theater
3170,isekai mecha reincarnation school,action fantasy,knight 's magic
3617,every,action comedy fantasy,long
2056,otaku culture otaku cultureotaku school,comedy romance,haruka nogizaka 's secret finale
3062,otaku culture otaku cultureotaku school,comedy,himouto umaru chan
3665,gag humor gag humorgag harem school,comedy fantasy romance ecchi,magician 's academy
3108,mahou shoujo mahou shoujomahou,action comedy fantasy,pretty cure max heart pretty cure max heart
452,historical mecha parody samurai,action comedy sci fi,gintama jump festa special
2301,anthropomorphic workplace,comedy,aggretsuko ona th season
1327,every,award winning award winningaward comedy drama,looking magical doremi
2944,isekai,action comedy fantasy,ixion saga dimensional transfer
2049,detective team sports team sportsteam,comedy mystery sports,detective conan bonus file fantasista flower
880,detective,adventure comedy mystery,detective conan movie strategy depths
3755,anthropomorphic iyashikei,adventure slice life slice lifeslice,light river river 's light
623,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc iyashikei school,slice life slice lifeslice,non non biyori
2393,every,action drama fantasy,utawarerumono false faces
3569,idols female idols female idols,comedy,encore animation ver
1787,school,comedy romance,toradora portable toradora ova
262,adult cast adult castadult music,comedy romance,nodame cantabile
1634,every,drama,proof two
3369,parody school,comedy,cute high earth defense club love love
1438,every,action fantasy,creators
2198,every,slice life slice lifeslice,someone 's gaze
1969,adult cast adult castadult showbiz,boys love boys loveboys comedy drama,dakaichi 'm harassed sexiest man year
2520,every,action adventure fantasy,tales zestiria x
1802,historical military mythology,romance supernatural,zakuro
640,racing,sports,yowamushi pedal
3847,every,comedy drama romance,futakoi
2385,mecha military,action drama sci fi,fafner
2598,delinquents school,comedy drama romance ecchi,midori days
3647,adult cast adult castadult mythology,mystery romance supernatural,spectre
1959,mecha,action adventure drama fantasy sci fi,scrapped princess
2976,mecha,comedy sci fi,ghost shell stand alone complex tachikomatic days
488,super power super powersuper,action mystery sci fi,darker black
1843,every,comedy romance,tonikawa moon flashbacks
1734,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc iyashikei,slice life slice lifeslice,tamayura aggressive ova tamayura aggressive episode
2911,every,action adventure comedy,pok mon movie choose
3219,anthropomorphic psychological school,avant garde avant gardeavant drama fantasy girls love girls lovegirls ecchi,yurikuma arashi
146,adult cast adult castadult detective mecha military,action award winning award winningaward mystery sci fi,ghost shell stand alone complex
1534,every,fantasy mystery supernatural,lord el melloi ii 's case files rail zeppelin grace note waver reunion magic lantern
1986,mecha,action,mobile suit gundam cucuruz doan 's island
1369,racing,sports,gekijouban yowamushi pedal
2450,mecha military,action sci fi,heavy object
3778,every,action adventure fantasy,naruto movie legend stone gelel
3002,military psychological,sci fi,genocidal organ
2811,music,avant garde avant gardeavant fantasy sci fi,genius party gala moondrive wanwa puppy tojin kit dimension bomb
659,every,comedy gourmet,yakitate japan
1794,idols female idols female idols music,comedy,kiratto pri chan rd season
3420,adult cast adult castadult military space,action adventure drama sci fi,long
2511,harem,comedy fantasy romance sci fi ecchi,heaven 's lost property
3397,detective,action comedy mystery,detective conan happy new year special
186,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc music,award winning award winningaward comedy,k movie
1147,every,adventure fantasy mystery,pandora hearts
3272,martial arts martial artsmartial,action adventure fantasy romance,spirit sword sovereign rd season
608,every,adventure award winning award winningaward sci fi,patema inverted
2191,every,fantasy,oblivion island haruka magic mirror
2799,every,action adventure fantasy,one piece adventure ocean 's navel
1930,every,action fantasy supernatural,fate stay night unlimited blade works
3029,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc school,comedy slice life slice lifeslice,three leaves three colors
197,idols male idols male idols music,drama,idolish third beat part
2931,every,comedy,crayon shin chan movie crash rakuga kingdom almost four heroes
2327,love polygon love polygonlove school,drama romance,true tears
293,team sports team sportsteam,sports,major rd season major
766,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc music school,comedy,k plan
400,adult cast adult castadult music,adventure drama sci fi,interstellar
122,iyashikei,fantasy sci fi slice life slice lifeslice,aria origination
3255,military,action comedy,code geass akito exiled wyvern divided picture drama
202,gore psychological,action horror sci fi suspense,parasyte maxim
3510,crossdressing parody school,comedy girls love girls lovegirls,maria holic alive
835,school,drama girls love girls lovegirls,maria watches us rd
2294,every,comedy,fate grand order 've lost ritsuka fujimaru
1439,gag humor gag humorgag school,comedy,n't heard 'm sakamoto
1733,harem,comedy fantasy romance sci fi ecchi,heaven 's lost property forte
1695,super power super powersuper,action supernatural,unlimited psychic squad
3767,idols female idols female idols,comedy slice life slice lifeslice,symphogear xv specials
1707,psychological,drama fantasy suspense,shigofumi letters departed
3750,isekai military reincarnation,comedy,saga tanya evil movie manner movie
1153,mecha military school super power super powersuper,action sci fi,code geass lelouch rebellion ii transgression
1661,every,comedy,hero academia heroes rising epilogue plus
3474,every,adventure fantasy,popolocrois monogatari hajimari bouken
2432,mecha,action adventure drama sci fi,gun x sword
3686,crossdressing music,comedy,stars
1759,martial arts martial artsmartial super power super powersuper,action adventure comedy fantasy,dragon ball super
854,adult cast adult castadult music,comedy romance,long
1589,school,mystery suspense,electromagnetic girlfriend
2267,historical martial arts martial artsmartial samurai,adventure comedy,carried wind tsukikage ran
641,iyashikei school,comedy romance,
1,military,action adventure drama fantasy,fullmetal alchemist brotherhood
2160,every,romance slice life slice lifeslice,day us
698,mecha military school super power super powersuper,action sci fi,code geass lelouch rebellion initiation
3779,every,adventure comedy fantasy,pok mon chronicles
2999,mahou shoujo mahou shoujomahou,action fantasy,delicious party pretty cure
1636,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc school,comedy,hitoribocchi seikatsu hitori bocchi 's lifestyle
3184,every,comedy,please tell galko chan ova
3458,military,action drama sci fi,halo legends
3457,parody,comedy sci fi,nyaruko crawling love
3581,otaku culture otaku cultureotaku parody,comedy drama,animation runner kuromi
1291,detective,adventure comedy mystery,detective conan conan vs kid shark jewel
3679,every,comedy,love chunibyou delusions take mini theater
2489,long,action mystery suspense,phi brain puzzle god
1520,every,award winning award winningaward comedy slice life slice lifeslice supernatural,okko 's inn
1853,parody,action comedy romance,love world domination
1136,adult cast adult castadult otaku culture otaku cultureotaku workplace,comedy drama,white box movie
